Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	4.000	1.000	1.000	36.110	-16.222	39.586
1.000	4.000	1.000	2.000	120.604	-30.079	124.299
1.000	4.000	1.000	3.000	53.222	-31.627	61.910
1.000	4.000	1.000	4.000	90.000	-35.460	96.734
1.000	4.000	1.000	5.000	48.905	-36.418	60.975
1.000	4.000	1.000	6.000	125.099	-36.060	130.193
1.000	4.000	1.000	7.000	104.813	-43.762	113.582
1.000	4.000	1.000	8.000	83.377	-37.066	91.245
1.000	4.000	1.000	9.000	114.149	-25.464	116.955
1.000	4.000	1.000	10.000	117.668	-29.094	121.212
