Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	53.000	1.000	1.000	15.114	18.635	23.994
2.000	53.000	1.000	2.000	86.937	26.459	90.874
2.000	53.000	1.000	3.000	113.451	26.038	116.400
2.000	53.000	1.000	4.000	25.649	8.701	27.085
2.000	53.000	1.000	5.000	90.000	-0.248	90.000
2.000	53.000	1.000	6.000	90.000	28.586	94.431
2.000	53.000	1.000	7.000	48.031	-1.019	48.042
2.000	53.000	1.000	8.000	90.000	31.450	95.337
2.000	53.000	1.000	9.000	90.000	32.050	95.536
2.000	53.000	1.000	10.000	90.000	18.506	91.883
