Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	26.000	1.000	1.000	-14.712	-8.845	17.166
1.000	26.000	1.000	2.000	2.477	-16.839	17.020
1.000	26.000	1.000	3.000	12.480	-11.008	16.641
1.000	26.000	1.000	4.000	-29.799	-13.579	32.747
1.000	26.000	1.000	5.000	11.773	-16.583	20.337
1.000	26.000	1.000	6.000	4.752	-10.684	11.693
1.000	26.000	1.000	7.000	-9.557	-16.595	19.150
1.000	26.000	1.000	8.000	-0.581	-23.089	23.096
1.000	26.000	1.000	9.000	13.807	-21.776	25.784
1.000	26.000	1.000	10.000	30.844	-18.713	36.077
