Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	5.000	1.000	1.000	109.437	-16.076	110.612
2.000	5.000	1.000	2.000	90.000	-10.923	90.660
2.000	5.000	1.000	3.000	69.845	-22.785	73.467
2.000	5.000	1.000	4.000	90.000	-8.670	90.417
2.000	5.000	1.000	5.000	16.793	-14.264	22.033
2.000	5.000	1.000	6.000	58.136	-10.891	59.147
2.000	5.000	1.000	7.000	117.971	-12.680	118.650
2.000	5.000	1.000	8.000	58.136	-10.891	59.147
2.000	5.000	1.000	9.000	90.000	-3.883	90.084
2.000	5.000	1.000	10.000	-31.067	-5.271	31.511
