Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	8.000	1.000	1.000	-26.690	-6.802	27.544
2.000	8.000	1.000	2.000	95.446	-7.820	95.766
2.000	8.000	1.000	3.000	125.134	-4.165	125.204
2.000	8.000	1.000	4.000	46.499	-16.192	49.237
2.000	8.000	1.000	5.000	68.702	-20.963	71.829
2.000	8.000	1.000	6.000	30.115	-15.373	33.812
2.000	8.000	1.000	7.000	29.717	-16.345	33.916
2.000	8.000	1.000	8.000	33.625	-15.695	37.107
2.000	8.000	1.000	9.000	90.000	-16.142	91.436
2.000	8.000	1.000	10.000	15.166	-6.370	16.450
