Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	55.000	1.000	1.000	90.000	4.243	90.100
2.000	55.000	1.000	2.000	13.292	-28.581	31.520
2.000	55.000	1.000	3.000	-79.495	-5.346	79.675
2.000	55.000	1.000	4.000	60.538	-4.431	60.700
2.000	55.000	1.000	5.000	19.045	4.184	19.499
2.000	55.000	1.000	6.000	-50.148	-2.163	50.195
2.000	55.000	1.000	7.000	-62.510	-0.766	62.515
2.000	55.000	1.000	8.000	-19.337	-3.104	19.585
2.000	55.000	1.000	9.000	-52.992	-1.176	53.005
2.000	55.000	1.000	10.000	0.773	-6.478	6.524
