Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	28.000	1.000	1.000	-94.516	5.016	94.649
1.000	28.000	1.000	2.000	-55.122	-7.568	55.639
1.000	28.000	1.000	3.000	-92.159	2.592	92.196
1.000	28.000	1.000	4.000	-5.117	-1.190	5.254
1.000	28.000	1.000	5.000	-20.909	-0.548	20.916
1.000	28.000	1.000	6.000	-64.082	-1.305	64.096
1.000	28.000	1.000	7.000	-37.451	3.829	37.646
1.000	28.000	1.000	8.000	-7.040	-0.343	7.049
1.000	28.000	1.000	9.000	-34.287	2.158	34.355
1.000	28.000	1.000	10.000	-19.141	-5.880	20.024
