Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	16.000	1.000	1.000	90.000	-9.354	90.485
2.000	16.000	1.000	2.000	90.000	-36.056	96.954
2.000	16.000	1.000	3.000	38.181	-16.377	41.545
2.000	16.000	1.000	4.000	98.068	-34.071	103.817
2.000	16.000	1.000	5.000	41.998	-23.653	48.201
2.000	16.000	1.000	6.000	11.746	-22.222	25.135
2.000	16.000	1.000	7.000	50.576	-6.184	50.953
2.000	16.000	1.000	8.000	43.299	-10.689	44.599
2.000	16.000	1.000	9.000	58.142	-5.412	58.393
2.000	16.000	1.000	10.000	64.613	-11.711	65.666
