Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	15.000	1.000	1.000	92.543	3.340	92.603
2.000	15.000	1.000	2.000	0.619	-14.102	14.115
2.000	15.000	1.000	3.000	-39.455	-6.258	39.948
2.000	15.000	1.000	4.000	6.403	-16.635	17.825
2.000	15.000	1.000	5.000	-13.904	-1.402	13.974
2.000	15.000	1.000	6.000	-3.991	-11.076	11.773
2.000	15.000	1.000	7.000	8.851	-16.630	18.838
2.000	15.000	1.000	8.000	57.121	-10.744	58.123
2.000	15.000	1.000	9.000	36.157	-8.244	37.085
2.000	15.000	1.000	10.000	47.137	-13.214	48.954
