Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	39.000	1.000	1.000	-50.891	-4.801	51.117
1.000	39.000	1.000	2.000	17.031	-27.540	32.381
1.000	39.000	1.000	3.000	-10.376	-28.659	30.480
1.000	39.000	1.000	4.000	-22.924	-17.336	28.741
1.000	39.000	1.000	5.000	-50.725	-18.553	54.011
1.000	39.000	1.000	6.000	30.119	-16.666	34.422
1.000	39.000	1.000	7.000	-0.228	-14.537	14.539
1.000	39.000	1.000	8.000	-20.056	-8.502	21.784
1.000	39.000	1.000	9.000	19.721	-10.455	22.320
1.000	39.000	1.000	10.000	47.316	-12.970	49.062
