Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	30.000	1.000	1.000	-20.519	-6.293	21.462
2.000	30.000	1.000	2.000	-6.024	-15.427	16.561
2.000	30.000	1.000	3.000	21.553	-30.642	37.463
2.000	30.000	1.000	4.000	-4.283	-22.195	22.605
2.000	30.000	1.000	5.000	22.311	-14.735	26.738
2.000	30.000	1.000	6.000	41.858	-19.657	46.244
2.000	30.000	1.000	7.000	87.055	-26.771	91.078
2.000	30.000	1.000	8.000	53.962	-20.057	57.569
2.000	30.000	1.000	9.000	50.820	-21.078	55.017
2.000	30.000	1.000	10.000	-18.783	-7.593	20.259
