Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	43.000	1.000	1.000	42.336	-23.421	48.383
1.000	43.000	1.000	2.000	23.175	-24.034	33.388
1.000	43.000	1.000	3.000	19.462	-23.727	30.688
1.000	43.000	1.000	4.000	47.700	-26.764	54.696
1.000	43.000	1.000	5.000	69.076	-35.249	77.550
1.000	43.000	1.000	6.000	36.180	-23.007	42.875
1.000	43.000	1.000	7.000	85.974	-38.440	94.177
1.000	43.000	1.000	8.000	77.580	-35.183	85.185
1.000	43.000	1.000	9.000	87.269	-31.993	92.949
1.000	43.000	1.000	10.000	69.570	-33.785	77.339
