Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	37.000	1.000	1.000	31.666	-19.596	37.238
1.000	37.000	1.000	2.000	85.546	-44.560	96.455
1.000	37.000	1.000	3.000	90.000	-40.176	98.560
1.000	37.000	1.000	4.000	84.960	-44.661	95.983
1.000	37.000	1.000	5.000	88.850	-40.439	97.619
1.000	37.000	1.000	6.000	62.509	-30.691	69.637
1.000	37.000	1.000	7.000	85.252	-44.464	96.150
1.000	37.000	1.000	8.000	90.000	-29.157	94.605
1.000	37.000	1.000	9.000	90.000	-102.568	136.456
1.000	37.000	1.000	10.000	90.000	-44.461	100.383
