Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	21.000	2.000	1.000	48.529	-25.145	54.657
1.000	21.000	2.000	2.000	2.935	-8.806	9.282
1.000	21.000	2.000	3.000	3.229	-15.655	15.984
1.000	21.000	2.000	4.000	-10.273	-10.371	14.598
1.000	21.000	2.000	5.000	24.460	-22.504	33.237
1.000	21.000	2.000	6.000	65.945	-3.522	66.039
1.000	21.000	2.000	7.000	NA	NA	NA
1.000	21.000	2.000	8.000	-15.557	5.577	16.526
1.000	21.000	2.000	9.000	36.397	7.338	37.129
1.000	21.000	2.000	10.000	-10.078	-3.914	10.811
1.000	21.000	2.000	1.000	-5.968	-6.360	8.722
1.000	21.000	2.000	2.000	32.386	7.534	33.250
1.000	21.000	2.000	3.000	7.925	6.262	10.100
1.000	21.000	2.000	4.000	-50.976	2.740	51.049
1.000	21.000	2.000	5.000	23.776	8.023	25.093
1.000	21.000	2.000	6.000	27.494	8.317	28.724
1.000	21.000	2.000	7.000	10.469	6.458	12.300
1.000	21.000	2.000	8.000	18.003	6.751	19.227
1.000	21.000	2.000	9.000	12.524	6.262	14.002
1.000	21.000	2.000	10.000	38.158	-0.391	38.160
1.000	21.000	2.000	1.000	-26.906	-0.978	26.924
1.000	21.000	2.000	2.000	-38.550	2.250	38.615
1.000	21.000	2.000	3.000	19.960	8.219	21.586
1.000	21.000	2.000	4.000	11.839	-4.207	12.564
1.000	21.000	2.000	5.000	10.958	6.751	12.871
1.000	21.000	2.000	6.000	20.742	8.512	22.421
1.000	21.000	2.000	7.000	-46.768	2.153	46.818
1.000	21.000	2.000	8.000	59.879	8.708	60.509
1.000	21.000	2.000	9.000	-46.377	-3.718	46.526
1.000	21.000	2.000	10.000	50.095	7.534	50.658
1.000	21.000	2.000	1.000	17.905	-7.338	19.350
1.000	21.000	2.000	2.000	21.427	-6.164	22.296
1.000	21.000	2.000	3.000	28.961	-5.968	29.570
1.000	21.000	2.000	4.000	28.374	-5.186	28.844
1.000	21.000	2.000	5.000	-37.767	-2.642	37.859
1.000	21.000	2.000	6.000	39.332	1.859	39.376
1.000	21.000	2.000	7.000	-40.800	-0.587	40.804
1.000	21.000	2.000	8.000	-34.734	1.565	34.769
1.000	21.000	2.000	9.000	1.370	-1.663	2.155
1.000	21.000	2.000	10.000	9.001	-4.501	10.064
1.000	21.000	2.000	1.000	14.970	0.978	15.002
1.000	21.000	2.000	2.000	-27.494	-4.109	27.799
1.000	21.000	2.000	3.000	9.588	-3.327	10.149
1.000	21.000	2.000	4.000	-23.580	-5.773	24.276
1.000	21.000	2.000	5.000	-26.515	-1.565	26.561
1.000	21.000	2.000	6.000	29.646	-6.555	30.362
1.000	21.000	2.000	7.000	-20.840	-1.370	20.885
1.000	21.000	2.000	8.000	43.442	8.512	44.268
1.000	21.000	2.000	9.000	21.917	-3.131	22.139
1.000	21.000	2.000	10.000	0.489	7.338	7.354
1.000	21.000	2.000	1.000	16.927	7.045	18.334
1.000	21.000	2.000	2.000	31.016	-7.534	31.918
1.000	21.000	2.000	3.000	0.685	-1.468	1.620
1.000	21.000	2.000	4.000	-15.263	1.468	15.334
1.000	21.000	2.000	5.000	-12.230	-5.577	13.442
1.000	21.000	2.000	6.000	8.121	-6.360	10.315
1.000	21.000	2.000	7.000	49.019	-1.370	49.038
1.000	21.000	2.000	8.000	-9.784	4.012	10.575
1.000	21.000	2.000	9.000	10.763	-7.240	12.971
1.000	21.000	2.000	10.000	-18.492	-8.219	20.236
1.000	21.000	2.000	1.000	21.819	-3.229	22.056
1.000	21.000	2.000	2.000	21.427	9.882	23.596
1.000	21.000	2.000	3.000	8.219	-2.740	8.663
1.000	21.000	2.000	4.000	15.263	-6.458	16.573
1.000	21.000	2.000	5.000	-16.731	-0.196	16.732
1.000	21.000	2.000	6.000	-21.917	5.773	22.664
1.000	21.000	2.000	7.000	-11.350	-9.393	14.732
1.000	21.000	2.000	8.000	-7.534	-1.174	7.625
1.000	21.000	2.000	9.000	-7.632	-1.076	7.707
1.000	21.000	2.000	10.000	49.410	-5.675	49.735
1.000	21.000	2.000	1.000	8.414	0.881	8.460
1.000	21.000	2.000	2.000	-27.102	4.207	27.427
1.000	21.000	2.000	3.000	-5.381	-1.468	5.578
1.000	21.000	2.000	4.000	31.114	7.925	32.107
1.000	21.000	2.000	5.000	-56.161	-4.207	56.318
1.000	21.000	2.000	6.000	34.636	-4.403	34.915
1.000	21.000	2.000	7.000	34.538	8.610	35.595
1.000	21.000	2.000	8.000	NA	NA	NA
1.000	21.000	2.000	9.000	-4.599	6.262	7.769
1.000	21.000	2.000	10.000	22.895	-5.871	23.636
