Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	40.000	2.000	1.000	-8.877	-7.211	11.437
2.000	40.000	2.000	2.000	18.396	-10.279	21.073
2.000	40.000	2.000	3.000	-58.536	1.110	58.546
2.000	40.000	2.000	4.000	22.107	-7.805	23.444
2.000	40.000	2.000	5.000	-43.794	-4.681	44.044
2.000	40.000	2.000	6.000	20.649	-9.971	22.931
2.000	40.000	2.000	7.000	-23.769	-8.872	25.370
2.000	40.000	2.000	8.000	-25.369	-3.784	25.649
2.000	40.000	2.000	9.000	-17.125	-5.203	17.898
2.000	40.000	2.000	10.000	63.567	-6.275	63.876
2.000	40.000	2.000	1.000	6.202	-4.177	7.478
2.000	40.000	2.000	2.000	-27.239	-2.521	27.355
2.000	40.000	2.000	3.000	90.000	-6.186	90.212
2.000	40.000	2.000	4.000	1.991	-4.890	5.279
2.000	40.000	2.000	5.000	-4.806	0.363	4.820
2.000	40.000	2.000	6.000	-41.562	-0.942	41.573
2.000	40.000	2.000	7.000	99.770	21.203	101.998
2.000	40.000	2.000	8.000	2.194	-6.065	6.450
2.000	40.000	2.000	9.000	18.376	9.035	20.476
2.000	40.000	2.000	10.000	25.722	10.060	27.619
2.000	40.000	2.000	1.000	7.754	-1.521	7.902
2.000	40.000	2.000	2.000	-26.467	-0.555	26.473
2.000	40.000	2.000	3.000	11.469	0.169	11.471
2.000	40.000	2.000	4.000	-6.484	2.117	6.820
2.000	40.000	2.000	5.000	37.141	2.582	37.230
2.000	40.000	2.000	6.000	16.307	-5.292	17.144
2.000	40.000	2.000	7.000	-41.465	-0.844	41.473
2.000	40.000	2.000	8.000	24.056	9.952	26.033
2.000	40.000	2.000	9.000	18.960	-6.256	19.965
2.000	40.000	2.000	10.000	-9.356	6.805	11.569
2.000	40.000	2.000	1.000	24.356	-6.909	25.317
2.000	40.000	2.000	2.000	-35.783	-0.122	35.783
2.000	40.000	2.000	3.000	-9.583	-4.079	10.414
2.000	40.000	2.000	4.000	-24.004	-2.501	24.134
2.000	40.000	2.000	5.000	25.943	-9.938	27.782
2.000	40.000	2.000	6.000	-33.921	-0.013	33.921
2.000	40.000	2.000	7.000	31.550	3.037	31.695
2.000	40.000	2.000	8.000	-27.482	5.027	27.938
2.000	40.000	2.000	9.000	1.275	-0.090	1.278
2.000	40.000	2.000	10.000	16.988	-4.405	17.550
2.000	40.000	2.000	1.000	-20.973	-1.110	21.003
2.000	40.000	2.000	2.000	32.181	11.865	34.299
2.000	40.000	2.000	3.000	25.464	4.176	25.804
2.000	40.000	2.000	4.000	6.452	2.981	7.107
2.000	40.000	2.000	5.000	11.735	4.876	12.707
2.000	40.000	2.000	6.000	5.065	5.423	7.420
2.000	40.000	2.000	7.000	6.550	2.981	7.197
2.000	40.000	2.000	8.000	6.255	3.078	6.972
2.000	40.000	2.000	9.000	43.925	-0.710	43.931
2.000	40.000	2.000	10.000	12.760	-2.372	12.978
2.000	40.000	2.000	1.000	0.979	0.202	1.000
2.000	40.000	2.000	2.000	16.898	10.104	19.689
2.000	40.000	2.000	3.000	18.920	0.215	18.921
2.000	40.000	2.000	4.000	-26.715	7.875	27.851
2.000	40.000	2.000	5.000	-0.296	0.292	0.416
2.000	40.000	2.000	6.000	-10.703	2.679	11.033
2.000	40.000	2.000	7.000	-35.435	7.037	36.127
2.000	40.000	2.000	8.000	-9.618	1.705	9.768
