Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	8.000	2.000	1.000	20.389	-16.389	26.160
2.000	8.000	2.000	2.000	8.195	-14.341	16.517
2.000	8.000	2.000	3.000	-25.072	3.805	25.359
2.000	8.000	2.000	4.000	23.218	-1.171	23.248
2.000	8.000	2.000	5.000	-4.390	2.244	4.930
2.000	8.000	2.000	6.000	5.951	2.439	6.431
2.000	8.000	2.000	7.000	15.316	4.292	15.906
2.000	8.000	2.000	8.000	13.268	1.366	13.338
2.000	8.000	2.000	9.000	-3.902	0.878	4.000
2.000	8.000	2.000	10.000	30.535	2.634	30.648
2.000	8.000	2.000	1.000	-13.072	5.366	14.131
2.000	8.000	2.000	2.000	0.293	-14.341	14.344
2.000	8.000	2.000	3.000	-9.365	2.829	9.783
2.000	8.000	2.000	4.000	11.121	5.073	12.224
2.000	8.000	2.000	5.000	43.315	12.682	45.133
2.000	8.000	2.000	6.000	-15.999	5.561	16.938
2.000	8.000	2.000	7.000	8.000	1.366	8.115
2.000	8.000	2.000	8.000	35.803	9.365	37.007
2.000	8.000	2.000	9.000	-1.268	5.073	5.229
2.000	8.000	2.000	10.000	-19.316	4.975	19.946
2.000	8.000	2.000	1.000	28.779	4.195	29.083
2.000	8.000	2.000	2.000	-7.609	7.609	10.761
2.000	8.000	2.000	3.000	-10.341	-0.098	10.341
2.000	8.000	2.000	4.000	-8.000	-0.098	8.000
2.000	8.000	2.000	5.000	31.901	10.048	33.446
2.000	8.000	2.000	6.000	-9.170	-2.341	9.464
2.000	8.000	2.000	7.000	10.438	-8.682	13.577
2.000	8.000	2.000	8.000	-13.365	-4.292	14.037
2.000	8.000	2.000	9.000	-6.829	-12.780	14.490
2.000	8.000	2.000	10.000	65.460	11.609	66.481
2.000	8.000	2.000	1.000	31.023	-13.170	33.702
2.000	8.000	2.000	2.000	-29.462	-1.951	29.526
2.000	8.000	2.000	3.000	15.902	0.878	15.926
2.000	8.000	2.000	4.000	19.023	7.512	20.453
2.000	8.000	2.000	5.000	-20.877	4.097	21.275
2.000	8.000	2.000	6.000	37.656	2.927	37.770
2.000	8.000	2.000	7.000	4.292	8.390	9.424
2.000	8.000	2.000	8.000	21.755	-20.292	29.749
2.000	8.000	2.000	9.000	-25.364	-1.366	25.401
2.000	8.000	2.000	10.000	12.780	-3.414	13.228
2.000	8.000	2.000	1.000	50.241	10.438	51.314
2.000	8.000	2.000	2.000	8.487	8.292	11.866
2.000	8.000	2.000	3.000	-39.412	1.658	39.447
2.000	8.000	2.000	4.000	66.825	-13.560	68.187
2.000	8.000	2.000	5.000	23.706	-1.658	23.764
2.000	8.000	2.000	6.000	8.292	8.292	11.727
2.000	8.000	2.000	7.000	65.850	11.707	66.882
2.000	8.000	2.000	8.000	-6.341	-11.902	13.486
2.000	8.000	2.000	9.000	-7.219	7.317	10.279
2.000	8.000	2.000	10.000	41.266	2.341	41.332
