Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	19.000	2.000	1.000	-15.300	-11.725	19.276
1.000	19.000	2.000	2.000	3.689	-18.125	18.497
1.000	19.000	2.000	3.000	-20.481	-6.329	21.436
1.000	19.000	2.000	4.000	-50.448	-5.590	50.757
1.000	19.000	2.000	5.000	65.933	11.046	66.852
1.000	19.000	2.000	6.000	-15.609	-20.539	25.797
1.000	19.000	2.000	7.000	34.548	-13.382	37.049
1.000	19.000	2.000	8.000	1.345	-14.693	14.755
1.000	19.000	2.000	9.000	19.961	-10.124	22.382
1.000	19.000	2.000	10.000	4.195	-9.116	10.035
1.000	19.000	2.000	1.000	-27.339	-7.590	28.373
1.000	19.000	2.000	2.000	-42.415	-4.331	42.636
1.000	19.000	2.000	3.000	28.354	-26.690	38.940
1.000	19.000	2.000	4.000	-52.894	-4.018	53.047
1.000	19.000	2.000	5.000	39.436	-18.484	43.553
1.000	19.000	2.000	6.000	25.924	-16.305	30.625
1.000	19.000	2.000	7.000	52.351	-25.558	58.257
1.000	19.000	2.000	8.000	-2.870	-16.449	16.697
1.000	19.000	2.000	9.000	20.335	-20.016	28.534
1.000	19.000	2.000	10.000	17.212	-14.134	22.271
1.000	19.000	2.000	1.000	3.202	-16.753	17.056
1.000	19.000	2.000	2.000	-39.000	-11.291	40.601
1.000	19.000	2.000	3.000	26.985	-25.709	37.271
1.000	19.000	2.000	4.000	-45.854	-10.593	47.062
1.000	19.000	2.000	5.000	-21.660	-8.873	23.408
1.000	19.000	2.000	6.000	23.457	-26.584	35.453
1.000	19.000	2.000	7.000	-21.953	-8.285	23.465
1.000	19.000	2.000	8.000	28.000	-5.829	28.600
1.000	19.000	2.000	9.000	-7.250	-1.554	7.415
1.000	19.000	2.000	10.000	-20.993	-18.766	28.158
1.000	19.000	2.000	1.000	-21.957	-10.342	24.271
1.000	19.000	2.000	2.000	47.269	-19.379	51.088
1.000	19.000	2.000	3.000	-24.697	-9.064	26.308
1.000	19.000	2.000	4.000	1.269	-2.255	2.588
1.000	19.000	2.000	5.000	-10.801	-15.259	18.695
1.000	19.000	2.000	6.000	-10.505	-14.182	17.649
1.000	19.000	2.000	7.000	-34.190	-5.031	34.558
1.000	19.000	2.000	8.000	42.277	-17.901	45.911
1.000	19.000	2.000	9.000	15.948	-8.647	18.142
1.000	19.000	2.000	10.000	27.588	-16.993	32.402
1.000	19.000	2.000	1.000	3.299	-16.949	17.267
1.000	19.000	2.000	2.000	22.787	-18.160	29.138
1.000	19.000	2.000	3.000	-8.250	-12.815	15.241
1.000	19.000	2.000	4.000	57.540	-26.645	63.410
1.000	19.000	2.000	5.000	-9.532	-17.514	19.940
1.000	19.000	2.000	6.000	0.160	-19.784	19.785
1.000	19.000	2.000	7.000	-9.129	-11.344	14.561
1.000	19.000	2.000	8.000	-54.657	-4.211	54.819
1.000	19.000	2.000	9.000	-37.125	-3.361	37.277
1.000	19.000	2.000	10.000	-34.089	-3.366	34.255
