Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	36.000	2.000	1.000	-45.859	-6.937	46.380
2.000	36.000	2.000	2.000	29.482	-17.268	34.167
2.000	36.000	2.000	3.000	-67.255	-2.296	67.294
2.000	36.000	2.000	4.000	41.422	-10.355	42.697
2.000	36.000	2.000	5.000	48.145	-20.046	52.152
2.000	36.000	2.000	6.000	12.959	-18.796	22.830
2.000	36.000	2.000	7.000	37.111	-15.037	40.042
2.000	36.000	2.000	8.000	36.620	-15.916	39.929
2.000	36.000	2.000	9.000	8.965	-12.629	15.488
2.000	36.000	2.000	10.000	-6.674	-12.497	14.168
2.000	36.000	2.000	1.000	1.421	-20.432	20.482
2.000	36.000	2.000	2.000	-10.676	-9.849	14.525
2.000	36.000	2.000	3.000	18.256	-10.206	20.915
2.000	36.000	2.000	4.000	-19.564	-6.702	20.680
2.000	36.000	2.000	5.000	23.730	-10.120	25.798
2.000	36.000	2.000	6.000	-8.137	-11.125	13.784
2.000	36.000	2.000	7.000	-7.066	-12.789	14.611
2.000	36.000	2.000	8.000	-17.314	-5.729	18.237
2.000	36.000	2.000	9.000	25.107	-6.311	25.888
2.000	36.000	2.000	10.000	-27.580	-7.173	28.498
2.000	36.000	2.000	1.000	35.054	-16.792	38.869
2.000	36.000	2.000	2.000	2.079	12.116	12.293
2.000	36.000	2.000	3.000	31.149	-14.828	34.498
2.000	36.000	2.000	4.000	-19.431	9.622	21.682
2.000	36.000	2.000	5.000	6.764	8.782	11.085
2.000	36.000	2.000	6.000	19.246	-4.734	19.820
2.000	36.000	2.000	7.000	-11.220	9.311	14.580
2.000	36.000	2.000	8.000	-8.978	6.862	11.300
2.000	36.000	2.000	9.000	-25.589	9.244	27.208
2.000	36.000	2.000	10.000	29.735	9.221	31.132
2.000	36.000	2.000	1.000	-2.322	10.757	11.005
2.000	36.000	2.000	2.000	55.752	16.495	58.141
2.000	36.000	2.000	3.000	-10.239	11.068	15.078
2.000	36.000	2.000	4.000	-1.384	-7.230	7.362
2.000	36.000	2.000	5.000	-19.724	9.329	21.819
2.000	36.000	2.000	6.000	45.319	-16.228	48.137
2.000	36.000	2.000	7.000	11.560	11.802	16.520
2.000	36.000	2.000	8.000	17.179	-11.083	20.444
2.000	36.000	2.000	9.000	33.397	-14.638	36.464
2.000	36.000	2.000	10.000	-4.608	-6.148	7.683
2.000	36.000	2.000	1.000	19.043	-8.057	20.677
2.000	36.000	2.000	2.000	5.838	-12.231	13.553
2.000	36.000	2.000	3.000	17.179	-10.985	20.391
2.000	36.000	2.000	4.000	1.097	10.066	10.125
2.000	36.000	2.000	5.000	-6.375	-9.761	11.658
2.000	36.000	2.000	6.000	7.317	-6.565	9.830
2.000	36.000	2.000	7.000	-15.032	9.515	17.790
2.000	36.000	2.000	8.000	50.230	-5.682	50.550
2.000	36.000	2.000	9.000	-8.782	7.057	11.266
2.000	36.000	2.000	10.000	-0.892	-5.667	5.737
