Grp	sID	Phase	Trial	S/L	L/R	
2.000	76.000	2.000	1.000	1.129	-11.084
2.000	76.000	2.000	2.000	30.759	-9.674
2.000	76.000	2.000	3.000	-16.249	-9.102
2.000	76.000	2.000	4.000	-1.049	-6.776
2.000	76.000	2.000	5.000	-6.745	-5.722
2.000	76.000	2.000	6.000	-24.708	-4.724
2.000	76.000	2.000	7.000	15.543	-8.467
2.000	76.000	2.000	8.000	-48.549	-5.911
2.000	76.000	2.000	9.000	50.115	-14.886
2.000	76.000	2.000	10.000	17.723	-13.070
2.000	76.000	2.000	1.000	-38.362	-1.743
2.000	76.000	2.000	2.000	-59.065	-2.425
2.000	76.000	2.000	3.000	31.322	-3.980
2.000	76.000	2.000	4.000	-8.994	-7.597
2.000	76.000	2.000	5.000	30.051	-4.869
2.000	76.000	2.000	6.000	-13.888	-10.367
2.000	76.000	2.000	7.000	14.888	-15.536
2.000	76.000	2.000	8.000	-44.146	-2.947
2.000	76.000	2.000	9.000	-38.933	-5.769
2.000	76.000	2.000	10.000	1.438	-14.125
2.000	76.000	2.000	1.000	-0.679	-1.769
2.000	76.000	2.000	2.000	20.461	-10.997
2.000	76.000	2.000	3.000	-56.699	-4.770
2.000	76.000	2.000	4.000	19.973	-11.588
2.000	76.000	2.000	5.000	17.220	-10.324
2.000	76.000	2.000	6.000	-32.165	-4.954
2.000	76.000	2.000	7.000	-3.510	-5.021
2.000	76.000	2.000	8.000	18.397	-10.319
2.000	76.000	2.000	9.000	0.848	-13.931
2.000	76.000	2.000	10.000	22.729	8.444
2.000	76.000	2.000	1.000	19.170	-7.470
2.000	76.000	2.000	2.000	-1.206	6.275
2.000	76.000	2.000	3.000	-7.013	10.174
2.000	76.000	2.000	4.000	-11.209	4.954
2.000	76.000	2.000	5.000	11.853	4.568
2.000	76.000	2.000	6.000	0.749	-13.735
2.000	76.000	2.000	7.000	13.652	-2.490
2.000	76.000	2.000	8.000	23.834	2.757
2.000	76.000	2.000	9.000	-39.678	7.083
2.000	76.000	2.000	10.000	1.803	-8.039
2.000	76.000	2.000	1.000	-47.959	-6.104
2.000	76.000	2.000	2.000	-1.306	6.667
2.000	76.000	2.000	3.000	-15.532	6.014
2.000	76.000	2.000	4.000	-35.984	-6.737
2.000	76.000	2.000	5.000	-14.560	7.981
2.000	76.000	2.000	6.000	-24.576	9.506
2.000	76.000	2.000	7.000	5.554	-13.027
2.000	76.000	2.000	8.000	0.953	6.285
2.000	76.000	2.000	9.000	-17.583	3.846
2.000	76.000	2.000	10.000	6.929	8.471
