Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	51.000	2.000	1.000	-45.729	0.687	45.734
2.000	51.000	2.000	2.000	-11.580	-2.061	11.761
2.000	51.000	2.000	3.000	-27.673	-4.023	27.964
2.000	51.000	2.000	4.000	3.631	-9.715	10.371
2.000	51.000	2.000	5.000	-41.902	-0.294	41.903
2.000	51.000	2.000	6.000	-11.285	-4.318	12.083
2.000	51.000	2.000	7.000	57.113	25.024	62.354
2.000	51.000	2.000	8.000	-9.224	6.280	11.159
2.000	51.000	2.000	9.000	15.210	-3.533	15.615
2.000	51.000	2.000	10.000	22.668	-3.729	22.973
2.000	51.000	2.000	1.000	-13.444	-2.453	13.666
2.000	51.000	2.000	2.000	14.131	-2.453	14.342
2.000	51.000	2.000	3.000	11.776	-3.336	12.239
2.000	51.000	2.000	4.000	3.140	0.196	3.146
2.000	51.000	2.000	5.000	-17.075	2.748	17.295
2.000	51.000	2.000	6.000	15.505	-2.846	15.764
2.000	51.000	2.000	7.000	14.622	-3.925	15.139
2.000	51.000	2.000	8.000	37.094	-1.079	37.109
2.000	51.000	2.000	9.000	3.729	-0.393	3.750
2.000	51.000	2.000	10.000	10.598	-4.122	11.371
2.000	51.000	2.000	1.000	-24.533	0.687	24.543
2.000	51.000	2.000	2.000	20.019	0.098	20.019
2.000	51.000	2.000	3.000	14.131	0.294	14.134
2.000	51.000	2.000	4.000	36.211	-1.276	36.233
2.000	51.000	2.000	5.000	-65.846	0.883	65.852
2.000	51.000	2.000	6.000	14.916	-0.098	14.916
2.000	51.000	2.000	7.000	-3.238	2.061	3.838
2.000	51.000	2.000	8.000	7.164	-1.178	7.260
2.000	51.000	2.000	9.000	20.608	-3.238	20.861
2.000	51.000	2.000	10.000	20.804	0.000	20.804
2.000	51.000	2.000	1.000	24.729	-5.888	25.420
2.000	51.000	2.000	2.000	15.799	-6.477	17.075
2.000	51.000	2.000	3.000	20.411	-5.299	21.088
2.000	51.000	2.000	4.000	-46.613	-0.589	46.616
2.000	51.000	2.000	5.000	17.664	-4.416	18.207
2.000	51.000	2.000	6.000	-36.309	0.098	36.309
2.000	51.000	2.000	7.000	16.879	-6.182	17.975
2.000	51.000	2.000	8.000	-51.225	-2.748	51.298
2.000	51.000	2.000	9.000	14.523	3.533	14.947
2.000	51.000	2.000	10.000	-18.056	-1.668	18.133
2.000	51.000	2.000	1.000	5.201	-2.748	5.882
2.000	51.000	2.000	2.000	0.393	-0.785	0.878
2.000	51.000	2.000	3.000	8.734	-2.846	9.186
2.000	51.000	2.000	4.000	26.888	7.360	27.877
2.000	51.000	2.000	5.000	14.818	-5.103	15.672
2.000	51.000	2.000	6.000	6.575	-4.710	8.088
2.000	51.000	2.000	7.000	-19.136	-3.042	19.376
2.000	51.000	2.000	8.000	10.108	0.393	10.115
2.000	51.000	2.000	9.000	-28.458	-3.336	28.653
2.000	51.000	2.000	10.000	8.832	-4.907	10.103
