Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	22.000	2.000	1.000	90.000	-22.481	92.765
1.000	22.000	2.000	2.000	-64.715	2.746	64.773
1.000	22.000	2.000	3.000	90.000	-26.057	93.696
1.000	22.000	2.000	4.000	-3.212	-14.644	14.992
1.000	22.000	2.000	5.000	102.199	-20.610	104.256
1.000	22.000	2.000	6.000	-19.584	-10.667	22.301
1.000	22.000	2.000	7.000	-54.994	1.128	55.005
1.000	22.000	2.000	8.000	23.507	12.938	26.832
1.000	22.000	2.000	9.000	28.328	-5.989	28.954
1.000	22.000	2.000	10.000	-4.234	-9.112	10.048
1.000	22.000	2.000	1.000	-5.936	-3.452	6.866
1.000	22.000	2.000	2.000	1.364	-10.934	11.019
1.000	22.000	2.000	3.000	38.875	-19.593	43.533
1.000	22.000	2.000	4.000	-3.123	-1.915	3.664
1.000	22.000	2.000	5.000	-9.765	-10.134	14.073
1.000	22.000	2.000	6.000	18.775	-9.277	20.942
1.000	22.000	2.000	7.000	-26.684	9.832	28.437
1.000	22.000	2.000	8.000	18.647	-9.956	21.138
1.000	22.000	2.000	9.000	-6.535	-5.873	8.787
1.000	22.000	2.000	10.000	-31.860	10.165	33.442
1.000	22.000	2.000	1.000	10.019	-12.307	15.869
1.000	22.000	2.000	2.000	0.911	-16.594	16.619
1.000	22.000	2.000	3.000	21.619	8.028	23.061
1.000	22.000	2.000	4.000	-34.081	2.235	34.154
1.000	22.000	2.000	5.000	25.333	-11.534	27.835
1.000	22.000	2.000	6.000	-8.615	-10.676	13.718
1.000	22.000	2.000	7.000	-14.253	-1.115	14.296
1.000	22.000	2.000	8.000	15.319	-14.213	20.897
1.000	22.000	2.000	9.000	32.415	-6.567	33.073
1.000	22.000	2.000	10.000	-26.000	-3.128	26.187
1.000	22.000	2.000	1.000	-4.194	-12.542	13.225
1.000	22.000	2.000	2.000	-6.962	-8.792	11.215
1.000	22.000	2.000	3.000	-19.526	-11.551	22.687
1.000	22.000	2.000	4.000	7.873	-5.647	9.688
1.000	22.000	2.000	5.000	-11.774	-9.063	14.858
1.000	22.000	2.000	6.000	108.508	-24.031	111.137
1.000	22.000	2.000	7.000	20.570	-12.884	24.272
1.000	22.000	2.000	8.000	18.989	-11.049	21.970
1.000	22.000	2.000	9.000	-45.348	-2.150	45.399
1.000	22.000	2.000	10.000	1.222	-11.907	11.969
1.000	22.000	2.000	1.000	-30.913	0.817	30.924
1.000	22.000	2.000	2.000	-46.037	8.557	46.825
1.000	22.000	2.000	3.000	-2.839	-2.124	3.545
1.000	22.000	2.000	4.000	21.850	-12.747	25.296
1.000	22.000	2.000	5.000	35.330	7.993	36.222
1.000	22.000	2.000	6.000	3.234	-23.654	23.874
1.000	22.000	2.000	7.000	-40.612	0.769	40.619
1.000	22.000	2.000	8.000	8.686	-2.843	9.139
1.000	22.000	2.000	9.000	19.486	-6.567	20.563
1.000	22.000	2.000	10.000	-54.043	-1.657	54.068
