Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	11.000	2.000	1.000	36.163	-22.555	42.620
1.000	11.000	2.000	2.000	108.322	-12.207	109.008
1.000	11.000	2.000	3.000	112.995	-21.403	115.004
1.000	11.000	2.000	4.000	-72.595	-1.722	72.616
1.000	11.000	2.000	5.000	2.360	-10.733	10.989
1.000	11.000	2.000	6.000	-35.236	-7.261	35.977
1.000	11.000	2.000	7.000	-69.154	-1.921	69.181
1.000	11.000	2.000	8.000	-9.716	-10.676	14.435
1.000	11.000	2.000	9.000	46.688	-16.275	49.444
1.000	11.000	2.000	10.000	49.710	-11.970	51.131
1.000	11.000	2.000	1.000	-10.779	-11.294	15.612
1.000	11.000	2.000	2.000	-21.708	-10.125	23.953
1.000	11.000	2.000	3.000	6.588	-7.474	9.963
1.000	11.000	2.000	4.000	-38.462	-4.210	38.692
1.000	11.000	2.000	5.000	50.419	-12.735	52.002
1.000	11.000	2.000	6.000	4.248	-11.564	12.319
1.000	11.000	2.000	7.000	-107.71	-2.599	107.746
1.000	11.000	2.000	8.000	56.686	-15.703	58.820
1.000	11.000	2.000	9.000	21.286	-17.079	27.290
1.000	11.000	2.000	10.000	-66.944	-3.725	67.048
1.000	11.000	2.000	1.000	23.365	-17.708	29.317
1.000	11.000	2.000	2.000	-4.586	-11.613	12.485
1.000	11.000	2.000	3.000	8.719	-27.637	28.980
1.000	11.000	2.000	4.000	52.961	-19.438	56.415
1.000	11.000	2.000	5.000	26.479	-13.204	29.589
1.000	11.000	2.000	6.000	-25.762	-12.594	28.676
1.000	11.000	2.000	7.000	28.010	-15.321	31.927
1.000	11.000	2.000	8.000	38.784	-10.899	40.286
1.000	11.000	2.000	9.000	35.923	-20.991	41.607
1.000	11.000	2.000	10.000	-43.776	-3.768	43.938
1.000	11.000	2.000	1.000	-23.991	-9.207	25.697
1.000	11.000	2.000	2.000	40.119	-16.556	43.401
1.000	11.000	2.000	3.000	-28.059	-7.651	29.084
1.000	11.000	2.000	4.000	-15.046	-9.646	17.872
1.000	11.000	2.000	5.000	-39.751	-3.755	39.928
1.000	11.000	2.000	6.000	-43.659	-4.452	43.885
1.000	11.000	2.000	7.000	-35.871	-5.610	36.307
1.000	11.000	2.000	8.000	-23.798	-9.103	25.480
1.000	11.000	2.000	9.000	-17.771	-10.507	20.644
1.000	11.000	2.000	10.000	-33.841	-4.474	34.136
1.000	11.000	2.000	1.000	-38.561	-4.212	38.790
1.000	11.000	2.000	2.000	-41.375	-8.904	42.323
1.000	11.000	2.000	3.000	35.117	-9.627	36.412
1.000	11.000	2.000	4.000	-12.229	-8.586	14.942
1.000	11.000	2.000	5.000	-0.390	-10.711	10.718
1.000	11.000	2.000	6.000	-6.022	-12.929	14.262
1.000	11.000	2.000	7.000	-20.926	-6.471	21.904
1.000	11.000	2.000	8.000	8.471	-4.575	9.628
1.000	11.000	2.000	9.000	25.531	-7.340	26.565
1.000	11.000	2.000	10.000	7.498	-4.896	8.956
