Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	3.000	2.000	1.000	-43.539	2.446	43.607
1.000	3.000	2.000	2.000	36.885	-6.457	37.446
1.000	3.000	2.000	3.000	4.011	-3.327	5.211
1.000	3.000	2.000	4.000	40.603	-1.957	40.650
1.000	3.000	2.000	5.000	5.577	-0.196	5.580
1.000	3.000	2.000	6.000	-22.014	-3.522	22.294
1.000	3.000	2.000	7.000	-38.744	-3.620	38.913
1.000	3.000	2.000	8.000	12.034	-5.381	13.183
1.000	3.000	2.000	9.000	40.114	-6.262	40.600
1.000	3.000	2.000	10.000	41.484	-6.555	41.999
1.000	3.000	2.000	1.000	34.439	-5.577	34.888
1.000	3.000	2.000	2.000	-55.671	0.391	55.672
1.000	3.000	2.000	3.000	25.047	-3.424	25.280
1.000	3.000	2.000	4.000	7.240	-14.187	15.927
1.000	3.000	2.000	5.000	7.436	5.870	9.474
1.000	3.000	2.000	6.000	13.110	-8.121	15.422
1.000	3.000	2.000	7.000	-34.342	5.381	34.761
1.000	3.000	2.000	8.000	13.110	-6.066	14.446
1.000	3.000	2.000	9.000	6.849	-6.066	9.149
1.000	3.000	2.000	10.000	46.767	-3.522	46.900
1.000	3.000	2.000	1.000	25.145	-9.882	27.017
1.000	3.000	2.000	2.000	-2.152	-1.076	2.407
1.000	3.000	2.000	3.000	-6.849	8.708	11.078
1.000	3.000	2.000	4.000	-12.426	-6.066	13.827
1.000	3.000	2.000	5.000	23.090	8.121	24.476
1.000	3.000	2.000	6.000	-28.080	7.142	28.974
1.000	3.000	2.000	7.000	2.152	-2.837	3.561
1.000	3.000	2.000	8.000	3.327	6.653	7.438
1.000	3.000	2.000	9.000	-7.142	8.414	11.037
1.000	3.000	2.000	10.000	-9.197	7.436	11.827
1.000	3.000	2.000	1.000	22.992	-9.686	24.949
1.000	3.000	2.000	2.000	-0.196	-10.762	10.764
1.000	3.000	2.000	3.000	22.210	-12.719	25.594
1.000	3.000	2.000	4.000	-7.338	7.631	10.587
1.000	3.000	2.000	5.000	-24.166	-4.696	24.618
1.000	3.000	2.000	6.000	26.906	20.840	34.033
1.000	3.000	2.000	7.000	-5.381	9.001	10.487
1.000	3.000	2.000	8.000	-14.578	1.859	14.696
1.000	3.000	2.000	9.000	25.145	-3.033	25.327
1.000	3.000	2.000	10.000	-2.544	-0.783	2.662
1.000	3.000	2.000	1.000	-1.370	7.044	7.176
1.000	3.000	2.000	2.000	-0.685	-2.544	2.634
1.000	3.000	2.000	3.000	6.164	6.360	8.856
1.000	3.000	2.000	4.000	19.372	5.968	20.271
1.000	3.000	2.000	5.000	-23.579	1.761	23.645
1.000	3.000	2.000	6.000	-9.197	-2.544	9.542
1.000	3.000	2.000	7.000	3.131	-2.740	4.160
1.000	3.000	2.000	8.000	30.232	13.306	33.031
1.000	3.000	2.000	9.000	-17.709	9.980	20.327
1.000	3.000	2.000	10.000	-11.643	-0.294	11.647
1.000	3.000	2.000	1.000	-33.950	-16.241	37.635
1.000	3.000	2.000	2.000	56.258	-6.849	56.673
1.000	3.000	2.000	3.000	-38.940	-0.391	38.942
1.000	3.000	2.000	4.000	34.146	9.393	35.414
1.000	3.000	2.000	5.000	-19.372	2.544	19.539
1.000	3.000	2.000	6.000	8.610	-2.935	9.096
1.000	3.000	2.000	7.000	-12.132	-1.174	12.189
1.000	3.000	2.000	8.000	-0.978	-6.653	6.725
1.000	3.000	2.000	9.000	-1.663	-5.773	6.007
1.000	3.000	2.000	10.000	-2.055	-6.360	6.683
1.000	3.000	2.000	1.000	13.795	-6.751	15.359
1.000	3.000	2.000	2.000	21.133	3.131	21.364
1.000	3.000	2.000	3.000	-2.935	8.121	8.635
1.000	3.000	2.000	4.000	-23.873	6.360	24.705
1.000	3.000	2.000	5.000	-13.698	-1.076	13.740
1.000	3.000	2.000	6.000	-3.522	-6.849	7.701
1.000	3.000	2.000	7.000	-4.403	6.164	7.575
1.000	3.000	2.000	8.000	-24.656	6.360	25.463
1.000	3.000	2.000	9.000	0.685	-1.174	1.359
