Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	33.000	2.000	1.000	4.305	-24.951	25.320
2.000	33.000	2.000	2.000	-35.714	0.196	35.715
2.000	33.000	2.000	3.000	100.586	-31.017	105.260
2.000	33.000	2.000	4.000	-77.005	-6.849	77.309
2.000	33.000	2.000	5.000	-38.062	-4.012	38.273
2.000	33.000	2.000	6.000	47.847	-0.881	47.855
2.000	33.000	2.000	7.000	-13.111	-7.730	15.220
2.000	33.000	2.000	8.000	-49.804	-2.642	49.874
2.000	33.000	2.000	9.000	57.827	-22.994	62.231
2.000	33.000	2.000	10.000	-36.595	-2.055	36.652
2.000	33.000	2.000	1.000	81.213	-40.704	90.842
2.000	33.000	2.000	2.000	9.295	-13.307	16.232
2.000	33.000	2.000	3.000	16.830	-16.340	23.457
2.000	33.000	2.000	4.000	-17.417	-8.904	19.561
2.000	33.000	2.000	5.000	-22.309	-3.620	22.601
2.000	33.000	2.000	6.000	58.317	-23.385	62.831
2.000	33.000	2.000	7.000	9.198	-30.626	31.977
2.000	33.000	2.000	8.000	34.442	-12.231	36.549
2.000	33.000	2.000	9.000	29.452	-16.340	33.681
2.000	33.000	2.000	10.000	62.818	-25.832	67.921
2.000	33.000	2.000	1.000	-19.667	-4.697	20.220
2.000	33.000	2.000	2.000	32.094	-17.319	36.468
2.000	33.000	2.000	3.000	-59.784	1.076	59.794
2.000	33.000	2.000	4.000	15.068	-9.295	17.705
2.000	33.000	2.000	5.000	34.833	-16.438	38.517
2.000	33.000	2.000	6.000	-41.683	-5.186	42.004
2.000	33.000	2.000	7.000	-19.765	-5.284	20.459
2.000	33.000	2.000	8.000	1.370	-10.274	10.365
2.000	33.000	2.000	9.000	40.508	-24.070	47.120
2.000	33.000	2.000	10.000	-31.702	-0.196	31.703
2.000	33.000	2.000	1.000	10.567	4.305	11.411
2.000	33.000	2.000	2.000	28.571	-9.100	29.985
2.000	33.000	2.000	3.000	18.199	-6.262	19.247
2.000	33.000	2.000	4.000	15.362	-6.556	16.702
2.000	33.000	2.000	5.000	-10.763	-8.611	13.784
2.000	33.000	2.000	6.000	28.278	-0.587	28.284
2.000	33.000	2.000	7.000	14.090	-13.209	19.313
2.000	33.000	2.000	8.000	43.835	-18.787	47.691
2.000	33.000	2.000	9.000	-13.209	-8.415	15.662
2.000	33.000	2.000	10.000	5.577	-10.665	12.036
2.000	33.000	2.000	1.000	14.775	-5.675	15.827
2.000	33.000	2.000	2.000	11.937	-10.959	16.205
2.000	33.000	2.000	3.000	-18.493	-8.219	20.237
2.000	33.000	2.000	4.000	19.374	-6.849	20.549
2.000	33.000	2.000	5.000	5.969	-6.360	8.722
2.000	33.000	2.000	6.000	-38.943	-12.622	40.937
2.000	33.000	2.000	7.000	-26.516	-6.556	27.315
2.000	33.000	2.000	8.000	-1.761	-14.188	14.297
2.000	33.000	2.000	9.000	67.123	-12.133	68.211
2.000	33.000	2.000	10.000	20.254	-9.393	22.326
